source	target	weight	correlation
Ensifer	Agaricicola	0.853571428571429	-0.853571428571429
Pantoea	Enterobacter	0.85	0.85
Pantoea	Streptomyces	0.925	0.925
Pantoea	Bryobacter	0.775	-0.775
Pantoea	Steroidobacter	0.763181716720881	0.763181716720881
Pantoea	Gaiella	0.742857142857143	-0.742857142857143
Pantoea	Bradyrhizobium	0.767857142857143	-0.767857142857143
Pantoea	Roseiflexus	0.732142857142857	-0.732142857142857
Pantoea	Agromyces	0.834674149200588	0.834674149200588
Pantoea	Enterococcus	0.703571428571429	-0.703571428571429
Pantoea	Flavisolibacter	0.764285714285714	0.764285714285714
Pantoea	Methylotenera	0.750670541036932	0.750670541036932
Pantoea	Solirubrobacter	0.835714285714286	0.835714285714286
Pantoea	Woodsholea	0.813625297901562	-0.813625297901562
Pantoea	Terribacillus	0.735714285714286	-0.735714285714286
Pantoea	Gemmatimonas	0.725	0.725
Pantoea	Chitinophaga	0.753571428571429	-0.753571428571429
Pantoea	Bifidobacterium	0.716711635609071	-0.716711635609071
Pantoea	Iamia	0.805010232639547	0.805010232639547
Pantoea	Opitutus	0.795704035833246	-0.795704035833246
Pantoea	Pseudonocardia	0.775	-0.775
Pantoea	Bosea	0.724670963367517	-0.724670963367517
Pantoea	Sorangium	0.816801041080661	-0.816801041080661
Pantoea	Parasegetibacter	0.750670541036932	-0.750670541036932
Pantoea	Variibacter	0.821428571428571	-0.821428571428571
Pantoea	Kribbella	0.714285714285714	-0.714285714285714
Pantoea	Lysinimonas	0.810714285714286	0.810714285714286
Pantoea	Rhizocola	0.825	-0.825
Pantoea	Escherichia-Shigella	0.728571428571429	-0.728571428571429
Pantoea	Dongia	0.738159365352983	-0.738159365352983
Pantoea	Mycobacterium	0.733453767516032	-0.733453767516032
Pantoea	Polyangium	0.75	-0.75
Pantoea	Acidovorax	0.722073568045049	-0.722073568045049
Pantoea	Rhizobacter	0.810714285714286	-0.810714285714286
Pantoea	Nitrosospira	0.707775081549107	-0.707775081549107
Pantoea	Actinophytocola	0.704200459925122	0.704200459925122
Pantoea	Rubellimicrobium	0.748883230224939	-0.748883230224939
Pantoea	Aquabacterium	0.732797432917005	-0.732797432917005
Pantoea	Luteolibacter	0.810376967523811	-0.810376967523811
Enterobacter	Bacillus	0.7	0.7
Enterobacter	Rhizobium	0.748883230224939	0.748883230224939
Enterobacter	Streptomyces	0.725	0.725
Enterobacter	Anoxybacillus	0.9	0.9
Enterobacter	Tepidimonas	0.832142857142857	0.832142857142857
Enterobacter	Acidibacter	0.742857142857143	0.742857142857143
Enterobacter	Methylobacillus	0.863271122192471	0.863271122192471
Enterobacter	Steroidobacter	0.773905581592837	0.773905581592837
Enterobacter	Agromyces	0.722073568045049	0.722073568045049
Enterobacter	Flavisolibacter	0.853571428571429	0.853571428571429
Enterobacter	Methylotenera	0.902591960056311	0.902591960056311
Enterobacter	Dyadobacter	0.8	0.8
Enterobacter	Altererythrobacter	0.80250255458472	0.80250255458472
Enterobacter	Solirubrobacter	0.882142857142857	0.882142857142857
Enterobacter	Sporosarcina	0.814285714285714	0.814285714285714
Enterobacter	Lysinibacillus	0.767857142857143	0.767857142857143
Enterobacter	Iamia	0.958856632655105	0.958856632655105
Enterobacter	Pedomicrobium	0.739285714285714	-0.739285714285714
Enterobacter	Candidatus_Alysiosphaera	0.853571428571429	0.853571428571429
Enterobacter	Actinophytocola	0.820375662704647	0.820375662704647
Pseudomonas	Blastocatella	0.771428571428571	0.771428571428571
Pseudomonas	unidentified_Methylophilaceae	0.85	-0.85
Pseudomonas	Candidatus_Nitrososphaera	0.707142857142857	0.707142857142857
Pseudomonas	Candidatus_Entotheonella	0.892857142857143	0.892857142857143
Pseudomonas	Terrimonas	0.817857142857143	0.817857142857143
Pseudomonas	Aeromicrobium	0.935714285714286	0.935714285714286
Pseudomonas	Paenibacillus	0.810714285714286	0.810714285714286
Pseudomonas	Cellvibrio	0.707142857142857	0.707142857142857
Pseudomonas	Flavobacterium	0.707142857142857	0.707142857142857
Pseudomonas	Nordella	0.807142857142857	0.807142857142857
Pseudomonas	Reyranella	0.792857142857143	0.792857142857143
Pseudomonas	Ferruginibacter	0.707775081549107	0.707775081549107
Pseudomonas	Solitalea	0.731010122105012	0.731010122105012
Pseudomonas	Luteibacter	0.714285714285714	0.714285714285714
Bacillus	Rhizobium	0.781054824840808	0.781054824840808
Bacillus	Anoxybacillus	0.864285714285714	0.864285714285714
Bacillus	Tepidimonas	0.892857142857143	0.892857142857143
Bacillus	Methylobacillus	0.795353311336749	0.795353311336749
Bacillus	Dyadobacter	0.746428571428571	0.746428571428571
Bacillus	Altererythrobacter	0.841823392448559	0.841823392448559
Bacillus	Sporosarcina	0.7	0.7
Bacillus	Lysinibacillus	0.782142857142857	0.782142857142857
Bacillus	Bdellovibrio	0.710714285714286	-0.710714285714286
Bacillus	Ferruginibacter	0.856121878944501	0.856121878944501
Bacillus	unidentified_Cytophagaceae	0.735714285714286	-0.735714285714286
Lysobacter	Chryseobacterium	0.860714285714286	0.860714285714286
Lysobacter	Novosphingobium	0.764285714285714	0.764285714285714
Lysobacter	Glycomyces	0.7	0.7
Lysobacter	Hyphomicrobium	0.789285714285714	0.789285714285714
Lysobacter	Massilia	0.764285714285714	0.764285714285714
Lysobacter	Bradyrhizobium	0.714285714285714	0.714285714285714
Lysobacter	Roseiflexus	0.746428571428571	0.746428571428571
Lysobacter	Enterococcus	0.721428571428571	0.721428571428571
Lysobacter	Candidatus_Nitrososphaera	0.775	0.775
Lysobacter	Variovorax	0.732142857142857	0.732142857142857
Lysobacter	Woodsholea	0.74552450204196	0.74552450204196
Lysobacter	Terribacillus	0.710714285714286	0.710714285714286
Lysobacter	Illumatobacter	0.731010122105012	0.731010122105012
Lysobacter	Chitinophaga	0.739285714285714	0.739285714285714
Lysobacter	Nocardioides	0.732142857142857	0.732142857142857
Lysobacter	unidentified_Gemmatimonadetes	0.770330959968851	0.770330959968851
Lysobacter	Pseudonocardia	0.746428571428571	0.746428571428571
Lysobacter	Paenibacillus	0.703571428571429	0.703571428571429
Lysobacter	Skermanella	0.8	0.8
Lysobacter	Cellvibrio	0.775	0.775
Lysobacter	Candidatus_Glomeribacter	0.714285714285714	0.714285714285714
Lysobacter	Flavobacterium	0.721428571428571	0.721428571428571
Lysobacter	Haloferula	0.760714285714286	0.760714285714286
Lysobacter	Parasegetibacter	0.713137013985085	0.713137013985085
Lysobacter	unidentified_GR-WP33-30	0.700625838301136	0.700625838301136
Lysobacter	Variibacter	0.742857142857143	0.742857142857143
Lysobacter	Kribbella	0.807142857142857	0.807142857142857
Lysobacter	Rhizocola	0.7	0.7
Lysobacter	Escherichia-Shigella	0.75	0.75
Lysobacter	Sphingopyxis	0.778571428571429	0.778571428571429
Lysobacter	Mycobacterium	0.720931386119417	0.720931386119417
Lysobacter	Reyranella	0.864285714285714	0.864285714285714
Lysobacter	Blastococcus	0.831099527576603	0.831099527576603
Lysobacter	Acidovorax	0.789991378900771	0.789991378900771
Lysobacter	Dechloromonas	0.707142857142857	0.707142857142857
Lysobacter	Rhizobacter	0.717857142857143	0.717857142857143
Lysobacter	Aquabacterium	0.727435500481027	0.727435500481027
Lysobacter	Agaricicola	0.817857142857143	0.817857142857143
Rhizobium	Pseudoxanthomonas	0.723860878857041	0.723860878857041
Rhizobium	Anoxybacillus	0.902591960056311	0.902591960056311
Rhizobium	Tepidimonas	0.870420365440442	0.870420365440442
Rhizobium	Acidibacter	0.84897263569653	0.84897263569653
Rhizobium	Methylobacillus	0.746869409660107	0.746869409660107
Rhizobium	Arthrobacter	0.718498946421063	0.718498946421063
Rhizobium	Dyadobacter	0.881144230312398	0.881144230312398
Rhizobium	Altererythrobacter	0.838103756708408	0.838103756708408
Rhizobium	Sporosarcina	0.823950284328632	0.823950284328632
Rhizobium	Lysinibacillus	0.764969027532873	0.764969027532873
Rhizobium	Parafilimonas	0.757602862254025	0.757602862254025
Rhizobium	Nitrolancea	0.755813953488372	0.755813953488372
Acinetobacter	Streptomyces	0.734584743728998	0.734584743728998
Acinetobacter	Pseudoxanthomonas	0.745308608600954	0.745308608600954
Acinetobacter	Glycomyces	0.707775081549107	-0.707775081549107
Acinetobacter	Steroidobacter	0.800536672629696	0.800536672629696
Acinetobacter	Gaiella	0.752457851848924	-0.752457851848924
Acinetobacter	Roseiflexus	0.711349703173092	-0.711349703173092
Acinetobacter	Serratia	0.75603247347291	0.75603247347291
Acinetobacter	Agromyces	0.87298747763864	0.87298747763864
Acinetobacter	Flavisolibacter	0.768543649156859	0.768543649156859
Acinetobacter	Solirubrobacter	0.804289865396713	0.804289865396713
Acinetobacter	Sporosarcina	0.748883230224939	0.748883230224939
Acinetobacter	Terribacillus	0.705987770737114	-0.705987770737114
Acinetobacter	Gemmatimonas	0.75603247347291	0.75603247347291
Acinetobacter	Bifidobacterium	0.717352415026834	-0.717352415026834
Acinetobacter	Lysinibacillus	0.716711635609071	0.716711635609071
Acinetobacter	Polycyclovorans	0.766756338344866	0.766756338344866
Acinetobacter	Marmoricola	0.879248658318426	0.879248658318426
Acinetobacter	Sorangium	0.728085867620751	-0.728085867620751
Acinetobacter	Parasegetibacter	0.731663685152057	-0.731663685152057
Acinetobacter	Variibacter	0.700625838301136	-0.700625838301136
Acinetobacter	Lysinimonas	0.7828421356528	0.7828421356528
Acinetobacter	Rhizocola	0.747095919412946	-0.747095919412946
Acinetobacter	Fictibacillus	0.745308608600954	0.745308608600954
Acinetobacter	Polyangium	0.722073568045049	-0.722073568045049
Acinetobacter	Blautia	0.753805136458399	-0.753805136458399
Acinetobacter	Dechloromonas	0.748883230224939	-0.748883230224939
Acinetobacter	Nitrosospira	0.708407871198569	-0.708407871198569
Acinetobacter	Actinophytocola	0.73613595706619	0.73613595706619
Acinetobacter	Aquabacterium	0.737030411449016	-0.737030411449016
Acinetobacter	Prosthecobacter	0.923008427183622	0.923008427183622
Streptomyces	Chryseobacterium	0.821428571428571	-0.821428571428571
Streptomyces	Novosphingobium	0.8	-0.8
Streptomyces	Glycomyces	0.728571428571429	-0.728571428571429
Streptomyces	Bryobacter	0.807142857142857	-0.807142857142857
Streptomyces	Steroidobacter	0.815013730268669	0.815013730268669
Streptomyces	Gaiella	0.782142857142857	-0.782142857142857
Streptomyces	Hyphomicrobium	0.7	-0.7
Streptomyces	Bradyrhizobium	0.814285714285714	-0.814285714285714
Streptomyces	Roseiflexus	0.821428571428571	-0.821428571428571
Streptomyces	Agromyces	0.873994987064428	0.873994987064428
Streptomyces	Enterococcus	0.807142857142857	-0.807142857142857
Streptomyces	Candidatus_Nitrososphaera	0.725	-0.725
Streptomyces	Solirubrobacter	0.85	0.85
Streptomyces	Woodsholea	0.853052074451858	-0.853052074451858
Streptomyces	Terribacillus	0.789285714285714	-0.789285714285714
Streptomyces	Gemmatimonas	0.732142857142857	0.732142857142857
Streptomyces	Chitinophaga	0.775	-0.775
Streptomyces	Bifidobacterium	0.745308608600954	-0.745308608600954
Streptomyces	unidentified_Gemmatimonadetes	0.777480203216822	-0.777480203216822
Streptomyces	Opitutus	0.824378055142552	-0.824378055142552
Streptomyces	Pseudonocardia	0.842857142857143	-0.842857142857143
Streptomyces	Bosea	0.721083483350846	-0.721083483350846
Streptomyces	Microvirga	0.7	-0.7
Streptomyces	Sorangium	0.845398014072545	-0.845398014072545
Streptomyces	Haloferula	0.782142857142857	-0.782142857142857
Streptomyces	Parasegetibacter	0.813226419456676	-0.813226419456676
Streptomyces	Variibacter	0.9	-0.9
Streptomyces	Kribbella	0.796428571428571	-0.796428571428571
Streptomyces	Lysinimonas	0.917857142857143	0.917857142857143
Streptomyces	Rhizocola	0.871428571428571	-0.871428571428571
Streptomyces	Escherichia-Shigella	0.8	-0.8
Streptomyces	Dongia	0.788204068088778	-0.788204068088778
Streptomyces	Paucibacter	0.720286257233056	-0.720286257233056
Streptomyces	Sphingopyxis	0.767857142857143	-0.767857142857143
Streptomyces	Mycobacterium	0.801432409383371	-0.801432409383371
Streptomyces	Polyangium	0.775	-0.775
Streptomyces	Staphylococcus	0.732142857142857	-0.732142857142857
Streptomyces	Blautia	0.737031590772208	-0.737031590772208
Streptomyces	Blastococcus	0.770330959968851	-0.770330959968851
Streptomyces	Acidovorax	0.843610703260552	-0.843610703260552
Streptomyces	Dechloromonas	0.742857142857143	-0.742857142857143
Streptomyces	Rhizobacter	0.857142857142857	-0.857142857142857
Streptomyces	Nitrosospira	0.777480203216822	-0.777480203216822
Streptomyces	Rubellimicrobium	0.791778689712764	-0.791778689712764
Streptomyces	Aquabacterium	0.798927932960734	-0.798927932960734
Streptomyces	Luteolibacter	0.842577376829393	-0.842577376829393
Streptomyces	Agaricicola	0.725	-0.725
Streptomyces	Prosthecobacter	0.708409004722802	0.708409004722802
Pseudoxanthomonas	Anoxybacillus	0.721428571428571	0.721428571428571
Pseudoxanthomonas	Acidibacter	0.860714285714286	0.860714285714286
Pseudoxanthomonas	Arthrobacter	0.935714285714286	0.935714285714286
Pseudoxanthomonas	Serratia	0.760714285714286	0.760714285714286
Pseudoxanthomonas	Phenylobacterium	0.759607095096895	0.759607095096895
Pseudoxanthomonas	Flavisolibacter	0.75	0.75
Pseudoxanthomonas	Dyadobacter	0.764285714285714	0.764285714285714
Pseudoxanthomonas	Sporosarcina	0.864285714285714	0.864285714285714
Pseudoxanthomonas	Marmoricola	0.852547257320515	0.852547257320515
Pseudoxanthomonas	Fictibacillus	0.75	0.75
Pseudoxanthomonas	Simiduia	0.842857142857143	0.842857142857143
Pseudoxanthomonas	Parafilimonas	0.861483811380479	0.861483811380479
Pseudoxanthomonas	Cellulomonas	0.91510313574026	0.91510313574026
Pseudoxanthomonas	Marinicella	0.782142857142857	-0.782142857142857
Pseudoxanthomonas	AKYG587	0.710714285714286	0.710714285714286
Pseudoxanthomonas	Nitrolancea	0.723860878857041	0.723860878857041
Pseudoxanthomonas	Prosthecobacter	0.783543293102493	0.783543293102493
Anoxybacillus	Tepidimonas	0.975	0.975
Anoxybacillus	Acidibacter	0.835714285714286	0.835714285714286
Anoxybacillus	Methylobacillus	0.900804649244318	0.900804649244318
Anoxybacillus	Steroidobacter	0.7095623923611	0.7095623923611
Anoxybacillus	Flavisolibacter	0.832142857142857	0.832142857142857
Anoxybacillus	Methylotenera	0.795353311336749	0.795353311336749
Anoxybacillus	Dyadobacter	0.942857142857143	0.942857142857143
Anoxybacillus	Altererythrobacter	0.934763554672179	0.934763554672179
Anoxybacillus	Solirubrobacter	0.757142857142857	0.757142857142857
Anoxybacillus	Sporosarcina	0.903571428571429	0.903571428571429
Anoxybacillus	Lysinibacillus	0.889285714285714	0.889285714285714
Anoxybacillus	Iamia	0.865833227994535	0.865833227994535
Anoxybacillus	Pedomicrobium	0.735714285714286	-0.735714285714286
Anoxybacillus	Candidatus_Alysiosphaera	0.871428571428571	0.871428571428571
Anoxybacillus	Parafilimonas	0.732797432917005	0.732797432917005
Anoxybacillus	Ferruginibacter	0.741733986976968	0.741733986976968
Anoxybacillus	Actinophytocola	0.845398014072545	0.845398014072545
Anoxybacillus	Nitrolancea	0.734584743728998	0.734584743728998
Chryseobacterium	Novosphingobium	0.760714285714286	0.760714285714286
Chryseobacterium	Bryobacter	0.728571428571429	0.728571428571429
Chryseobacterium	Hyphomicrobium	0.796428571428571	0.796428571428571
Chryseobacterium	Massilia	0.7	0.7
Chryseobacterium	Bradyrhizobium	0.757142857142857	0.757142857142857
Chryseobacterium	Roseiflexus	0.75	0.75
Chryseobacterium	Enterococcus	0.810714285714286	0.810714285714286
Chryseobacterium	Candidatus_Nitrososphaera	0.878571428571429	0.878571428571429
Chryseobacterium	Woodsholea	0.75627725928295	0.75627725928295
Chryseobacterium	Terribacillus	0.753571428571429	0.753571428571429
Chryseobacterium	Illumatobacter	0.773905581592837	0.773905581592837
Chryseobacterium	Chitinophaga	0.757142857142857	0.757142857142857
Chryseobacterium	Nocardioides	0.767857142857143	0.767857142857143
Chryseobacterium	unidentified_Gemmatimonadetes	0.825737595140625	0.825737595140625
Chryseobacterium	Methylophilus	0.725	0.725
Chryseobacterium	Pseudonocardia	0.785714285714286	0.785714285714286
Chryseobacterium	Skermanella	0.710714285714286	0.710714285714286
Chryseobacterium	Sorangium	0.75603247347291	0.75603247347291
Chryseobacterium	Cellvibrio	0.739285714285714	0.739285714285714
Chryseobacterium	Haloferula	0.785714285714286	0.785714285714286
Chryseobacterium	Variibacter	0.792857142857143	0.792857142857143
Chryseobacterium	Kribbella	0.825	0.825
Chryseobacterium	Lysinimonas	0.725	-0.725
Chryseobacterium	Rhizocola	0.764285714285714	0.764285714285714
Chryseobacterium	Paucibacter	0.743521297788961	0.743521297788961
Chryseobacterium	Sphingopyxis	0.728571428571429	0.728571428571429
Chryseobacterium	Reyranella	0.835714285714286	0.835714285714286
Chryseobacterium	Solitalea	0.75603247347291	0.75603247347291
Chryseobacterium	Staphylococcus	0.721428571428571	0.721428571428571
Chryseobacterium	Luteibacter	0.732142857142857	0.732142857142857
Chryseobacterium	Blastococcus	0.809651797832691	0.809651797832691
Chryseobacterium	Acidovorax	0.800715243772727	0.800715243772727
Chryseobacterium	Dechloromonas	0.746428571428571	0.746428571428571
Chryseobacterium	Rhizobacter	0.742857142857143	0.742857142857143
Chryseobacterium	Aquabacterium	0.761394405908888	0.761394405908888
Chryseobacterium	Luteolibacter	0.722720297747505	0.722720297747505
Chryseobacterium	Agaricicola	0.857142857142857	0.857142857142857
Tepidimonas	Acidibacter	0.8	0.8
Tepidimonas	Methylobacillus	0.906166581680296	0.906166581680296
Tepidimonas	Steroidobacter	0.727435500481027	0.727435500481027
Tepidimonas	Flavisolibacter	0.807142857142857	0.807142857142857
Tepidimonas	Methylotenera	0.731010122105012	0.731010122105012
Tepidimonas	Dyadobacter	0.921428571428571	0.921428571428571
Tepidimonas	Altererythrobacter	0.950849351980114	0.950849351980114
Tepidimonas	Solirubrobacter	0.735714285714286	0.735714285714286
Tepidimonas	Sporosarcina	0.882142857142857	0.882142857142857
Tepidimonas	Lysinibacillus	0.932142857142857	0.932142857142857
Tepidimonas	Iamia	0.813954790779987	0.813954790779987
Tepidimonas	Pedomicrobium	0.75	-0.75
Tepidimonas	Candidatus_Alysiosphaera	0.85	0.85
Tepidimonas	Ferruginibacter	0.777480203216822	0.777480203216822
Tepidimonas	Actinophytocola	0.845398014072545	0.845398014072545
Tepidimonas	Euzebya	0.710714285714286	-0.710714285714286
Tepidimonas	Nitrolancea	0.729222811293019	0.729222811293019
Acidibacter	Methylobacillus	0.711349703173092	0.711349703173092
Acidibacter	Arthrobacter	0.810714285714286	0.810714285714286
Acidibacter	Flavisolibacter	0.710714285714286	0.710714285714286
Acidibacter	Methylotenera	0.731010122105012	0.731010122105012
Acidibacter	Dyadobacter	0.875	0.875
Acidibacter	Altererythrobacter	0.798927932960734	0.798927932960734
Acidibacter	Sporosarcina	0.914285714285714	0.914285714285714
Acidibacter	Lysinibacillus	0.796428571428571	0.796428571428571
Acidibacter	Iamia	0.729875944259856	0.729875944259856
Acidibacter	Marmoricola	0.770330959968851	0.770330959968851
Acidibacter	Fictibacillus	0.846428571428571	0.846428571428571
Acidibacter	Candidatus_Alysiosphaera	0.728571428571429	0.728571428571429
Acidibacter	Simiduia	0.760714285714286	0.760714285714286
Acidibacter	Parafilimonas	0.852547257320515	0.852547257320515
Acidibacter	Ferruginibacter	0.7095623923611	0.7095623923611
Acidibacter	Cellulomonas	0.82931221676461	0.82931221676461
Acidibacter	Marinicella	0.703571428571429	-0.703571428571429
Acidibacter	Nitrolancea	0.707775081549107	0.707775081549107
Acidibacter	Prosthecobacter	0.756709618681174	0.756709618681174
Novosphingobium	Glycomyces	0.875	0.875
Novosphingobium	Bryobacter	0.957142857142857	0.957142857142857
Novosphingobium	Gaiella	0.907142857142857	0.907142857142857
Novosphingobium	Hyphomicrobium	0.885714285714286	0.885714285714286
Novosphingobium	Massilia	0.825	0.825
Novosphingobium	Bradyrhizobium	0.942857142857143	0.942857142857143
Novosphingobium	Roseiflexus	0.957142857142857	0.957142857142857
Novosphingobium	Promicromonospora	0.878571428571429	0.878571428571429
Novosphingobium	Enterococcus	0.935714285714286	0.935714285714286
Novosphingobium	Candidatus_Nitrososphaera	0.882142857142857	0.882142857142857
Novosphingobium	Variovorax	0.803571428571429	0.803571428571429
Novosphingobium	Woodsholea	0.888894598588491	0.888894598588491
Novosphingobium	Terribacillus	0.882142857142857	0.882142857142857
Novosphingobium	Illumatobacter	0.818588351892654	0.818588351892654
Novosphingobium	Terrimonas	0.739285714285714	0.739285714285714
Novosphingobium	Chitinophaga	0.882142857142857	0.882142857142857
Novosphingobium	Bifidobacterium	0.865058433004464	0.865058433004464
Novosphingobium	Nocardioides	0.771428571428571	0.771428571428571
Novosphingobium	unidentified_Gemmatimonadetes	0.927614311424208	0.927614311424208
Novosphingobium	Methylophilus	0.8	0.8
Novosphingobium	Opitutus	0.93190562755245	0.93190562755245
Novosphingobium	Pseudonocardia	0.903571428571429	0.903571428571429
Novosphingobium	Polycyclovorans	0.803571428571429	-0.803571428571429
Novosphingobium	Bosea	0.848439023942662	0.848439023942662
Novosphingobium	Paenibacillus	0.732142857142857	0.732142857142857
Novosphingobium	Microvirga	0.885714285714286	0.885714285714286
Novosphingobium	Skermanella	0.882142857142857	0.882142857142857
Novosphingobium	Sorangium	0.813226419456676	0.813226419456676
Novosphingobium	Cellvibrio	0.878571428571429	0.878571428571429
Novosphingobium	Candidatus_Glomeribacter	0.785714285714286	0.785714285714286
Novosphingobium	Flavobacterium	0.846428571428571	0.846428571428571
Novosphingobium	Haloferula	0.946428571428571	0.946428571428571
Novosphingobium	Parasegetibacter	0.924039689800223	0.924039689800223
Novosphingobium	unidentified_GR-WP33-30	0.823950284328632	0.823950284328632
Novosphingobium	Variibacter	0.935714285714286	0.935714285714286
Novosphingobium	Kribbella	0.878571428571429	0.878571428571429
Novosphingobium	Rhizocola	0.914285714285714	0.914285714285714
Novosphingobium	Bdellovibrio	0.728571428571429	0.728571428571429
Novosphingobium	Escherichia-Shigella	0.967857142857143	0.967857142857143
Novosphingobium	Dongia	0.932976243860187	0.932976243860187
Novosphingobium	Paucibacter	0.954423973604099	0.954423973604099
Novosphingobium	Sphingopyxis	0.935714285714286	0.935714285714286
Novosphingobium	Mycobacterium	0.944545339630402	0.944545339630402
Novosphingobium	Polyangium	0.882142857142857	0.882142857142857
Novosphingobium	Staphylococcus	0.917857142857143	0.917857142857143
Novosphingobium	Blautia	0.87835560939115	0.87835560939115
Novosphingobium	Blastococcus	0.943700108732143	0.943700108732143
Novosphingobium	Acidovorax	0.92225237898823	0.92225237898823
Novosphingobium	Dechloromonas	0.821428571428571	0.821428571428571
Novosphingobium	Rhizobacter	0.964285714285714	0.964285714285714
Novosphingobium	Nitrosospira	0.931188933048194	0.931188933048194
Novosphingobium	Rubellimicrobium	0.925827000612216	0.925827000612216
Novosphingobium	Aquabacterium	0.927614311424208	0.927614311424208
Novosphingobium	Luteolibacter	0.919500576837172	0.919500576837172
Novosphingobium	Agaricicola	0.914285714285714	0.914285714285714
Methylobacillus	Steroidobacter	0.776386404293381	0.776386404293381
Methylobacillus	Flavisolibacter	0.759607095096895	0.759607095096895
Methylobacillus	Methylotenera	0.866726296958855	0.866726296958855
Methylobacillus	Dyadobacter	0.852547257320515	0.852547257320515
Methylobacillus	Altererythrobacter	0.947227191413238	0.947227191413238
Methylobacillus	Solirubrobacter	0.727435500481027	0.727435500481027
Methylobacillus	Sporosarcina	0.843610703260552	0.843610703260552
Methylobacillus	Lysinibacillus	0.881144230312398	0.881144230312398
Methylobacillus	Iamia	0.908684339079899	0.908684339079899
Methylobacillus	Pedomicrobium	0.763181716720881	-0.763181716720881
Methylobacillus	Bdellovibrio	0.747095919412946	-0.747095919412946
Methylobacillus	Fictibacillus	0.727435500481027	0.727435500481027
Methylobacillus	Candidatus_Alysiosphaera	0.938338176296165	0.938338176296165
Methylobacillus	Actinophytocola	0.769230769230769	0.769230769230769
Methylobacillus	Euzebya	0.718498946421063	-0.718498946421063
Arthrobacter	Promicromonospora	0.710714285714286	-0.710714285714286
